image,caption
269986132.jpg,two teams of soccer players playing a game on a field
4213107150.jpg,a dark-haired woman and a little boy in a red shirt looking at a star wars book together .
2841909138.jpg,a woman writes in a notebook while sitting on a wicker seat .
4943704965.jpg,a caged in soccer field in a city .
4301986594.jpg,"a man holds up a small sticker that says "" i am a photographer , not a terrorist "" while standing among a large group of protesters ."
4093912245.jpg,a news interview occurring in the winter .
3107889179.jpg,people are sitting at a green table set with placemats and green glasses .
542269487.jpg,two people wearing blue are jogging on a sidewalk in front of a lake with mountains in the backround .
3333039854.jpg,"a group of men in a darkened room , playing musical instruments ."
24832988.jpg,a little girl in a striped shirt smiles at a restaurant .
6878448282.jpg,"a child in a yellow shirt is crushing something in a stone bowl on a table while another child wearing a blue shirt with a rainbow on it who looks like her twin stands against her , looking over her shoulder ."
180312736.jpg,two little boys are playing with toys .
6136127574.jpg,a bicycler in a red shirt riding .
4850764733.jpg,a woman in a green shirt and a woman in a plaid shirt walking down the sidewalk .
4502461485.jpg,a group of three young adults stopped to pose for a picture outside a clothing shop .
25589701.jpg,a construction worker is walking across some tracks .
2932519416.jpg,a man is airborne behind his bike whilst holding onto the handlebars as he attempting a jumping stunt .
3773321396.jpg,"a brunette female , in yellow tank top , paisley printed skirt , hairy legs , seated on a blue sofa , reading a book ."
3158933877.jpg,an older gentleman in a suit is giving a speech at a podium at the cooper union college .
2862306612.jpg,a small boy wearing a green and blue shirt is sitting in a construction vehicle
2673209105.jpg,a little girl is jumping in a green landscape .
4912369749.jpg,a woman is doing a trick while jumping off a diving board .
3749668646.jpg,a group of people are putting on an elaborate theatrical performance .
1267711451.jpg,a black and white dog walking through the grass with a long stick in his mouth .
19610188.jpg,she adopted a dog which is a beautiful puppy .
2645724661.jpg,a woman is hold a child while he reads .
4879766314.jpg,tourists walking across a crosswalk .
496418696.jpg,people riding bicycles down an alley .
4171204436.jpg,children playing on an outdoor sculpture .
2728883415.jpg,a man wearing a blue short sitting on his dolphin floating device and women at the background wearing two piece bikini
4622334438.jpg,a man in a turban that partially covers his face wearing a blue and light brown robe over a his clothes shows a slight smile as he gazes over to the right .
617782839.jpg,a man shooting a bow and arrow at a target .
107936523.jpg,a person with brown pants is sitting around a fenced area that has sparks flying .
1418257247.jpg,street scene in asia with pedestrians and parked bicycles .
2547785434.jpg,a brown and white cow jumps away from a black and white cattle dog .
4427803613.jpg,a woman with an umbrella walks along a sidewalk and fence that run parallel to a busy street .
7718605530.jpg,mother and daughter wearing alice in wonderland customs are posing for a picture .
24837637.jpg,a man on a ladder painting a brick building blue .
4517839542.jpg,number 21 slides into second base as number 4 runs to first base .
3504940491.jpg,a young girl is on a ride at an amusement park .
4819952204.jpg,people are looking at papers hanging on a wall .
6273004053.jpg,a soccer player wearing a red uniform walks off the field after a game near a parking lot .
2167365840.jpg,a man and a child in a hard hat are sawing at a tree .
2623982903.jpg,greyhounds race on a track .
3647750811.jpg,a black and white dog is wearing a red collar whilst walking on the grass .
3970617963.jpg,a man is playing guitar in a band .
2878041967.jpg,children are petting small turtles in the grass .
3327487011.jpg,a classroom full of students is looking in the same direction inside a bamboo structure .
297535654.jpg,a young guitarist with red-hair and a drummer with long dark hair play in an urban area in front of a zune advertisement .
131890223.jpg,a woman scuba diving with a large sea turtle .
4511584046.jpg,family gathered together in a house enjoying each other company .
6300032355.jpg,"a couple , wearing black , burgundy , and white , dance ."
590445887.jpg,a woman with green hair is hula hooping .
2522540026.jpg,a silver and blue rally car is passing two spectators who are standing at the roadside .
3060594966.jpg,a boy in a blue dress shirt dances in a courtyard .
6829605875.jpg,five worker with caution vest and hard hats on are working in a mine .
4536088499.jpg,a girl in a blue apron and pink shirt stands at the door while having a conversation with a bicyclist .
4851553712.jpg,a blond woman adjusts her tripod-mounted camera to photograph young people in a park .
3637013.jpg,two people hold each other near a pond .
2222559267.jpg,a man and little girl walk next to a sign about crime .
2335129954.jpg,a boy is running into the yard where all the pigeons are and scaring them off .
4701941908.jpg,a young blond girl sitting down while eating .
4961047341.jpg,a group of women dressed in lavender ceremonial outfits sitting on the curb of an urban street and behind a truck .
3619232550.jpg,three musicians are posing for a photograph in a soundproof studio booth .
7156339776.jpg,a man with long hair and wearing a blue shirt is juggling four tangerines .
423167388.jpg,four men are shooting a scene .
3106257008.jpg,an older man holds a crying baby boy and a wrapped christmas present .
2586533475.jpg,woman in a green dress standing on a street with cars and bicycles behind her .
4655586456.jpg,an asian woman is walking on a paved street there are several people in the background traffic .
2066241589.jpg,a brown dog chewing on a large piece of wood .
3232043672.jpg,a man wearing a yellow sweatshirt carries a white cart on the sidewalk while another man carrying a backpack walks by .
218428071.jpg,white man with american flag cape and glasses stands in a group of people
4750766294.jpg,one child is reading to another .
2877155196.jpg,"three men , one shirtless and the other two clothed , are on the roof of a building that is having construction performed on it ."
7863806816.jpg,a group of men listening to one man play an unidentified instrument that looks similar to a harp .
4906053377.jpg,photographer photographing a model on the city streets .
2074244690.jpg,several people are gathered and watching an event .
904404695.jpg,a man in a blue shirt and beige hat is laying in the middle of a stream .
264009676.jpg,two men in the grocery store looking at orange juice and speaking to each other .
3340639621.jpg,a mother and her sons look at an information kiosk .
4770745669.jpg,"a man in a black shirt stands in the doorway of a shop that says "" gelateria "" ."
3006093003.jpg,the man in glasses carrying an obama poster is talking on a cellphone .
3654103642.jpg,a white dog and a brown dog run along side each other at the beach .
4445556418.jpg,"students sit in a classroom with green walls and red desks , waving at the camera ."
3481556478.jpg,a crew of cycling member getting ready for a race .
7232862442.jpg,two men wrestling while a crowd watches .
2690702549.jpg,four boys pose for the camera .
468697082.jpg,"a mixed group of men , women , girls , and boys are on stage with three microphones ."
1459032057.jpg,a girl with a striped shirt with bread in hands in front of mouth .
735787579.jpg,a little boy in an orange collared shirt is swinging a baseball bat .
5696549500.jpg,several men in life jackets and other gear on a boat in the water .
2662262499.jpg,a boy at bat playing a baseball game falls to the ground while onlookers watch .
7233046630.jpg,two men in separate kayaks going through rapids .
2331883719.jpg,a large group of people in a dimly lit room talking .
2141692397.jpg,a person in a dark hoodie is jumping onto a street lamp post that is decorated with holiday lights .
4054215174.jpg,a woman lying under an umbrella outside while two young boys run around her .
3561363155.jpg,two kids run around the pioneer count office in town .
757133580.jpg,a young boy is rock climbing while suspended in a harness .
3597715122.jpg,people standing outside of an ice cream stand
2998185688.jpg,men riding horses carrying flags in a jousting tournament .
2643263887.jpg,a child reaches the bottom of an inflatable slide .
3036261575.jpg,a man and woman holding a marriage certificate .
3504379699.jpg,this man plays music while someone 's belongings hang from a nearby tree .
3111897772.jpg,"the people are dressed in heavy layered clothing , and are motioning together ."
4764102456.jpg,a man in a hawaiian shirt takes a photo of a woman wearing white .
5769937988.jpg,men in a kitchen preparing food .
1482376928.jpg,two men stand in a dirt tunnel ; one digs further with a shovel .
3300643106.jpg,a man wearing glasses at the microphone is looking down at some paper in his hand .
4525740976.jpg,a man walking across a bridge near a steak restaurant .
5679390502.jpg,an excited boy in striped sweater seated doing an artwork on a wooden table with his tongue out .
3705560226.jpg,a mime performing on stage holds a ukulele ( mandolin ? ) .
1625306051.jpg,a man in a yellow shirt and a man in an orange shirt jump in the air .
4515634167.jpg,older man standing behind a booth of the street that is full of various sunglasses .
4630355820.jpg,four women watching something and smiling .
3349258288.jpg,a skateboarder jumping on a wall with a mountain in the background
493542985.jpg,girl in a thin rowboat leaving the dock of a lake .
4483576244.jpg,a man wearing a cowboy hat and no shirt has his back turned and is being embraced by two women who are both smiling .
4730181452.jpg,one man is eating while laying down .
2873445888.jpg,a young boy kicks his leg up while standing in the water .
4927868989.jpg,asian men in uniform performing the same stance .
4280376593.jpg,a volkswagen vehicle speeds through a desert landscape amid mountains .
6071314957.jpg,"in the midst of a tennis match , a girl in yellow is jumping to hit the ball ."
1469000260.jpg,a large tan dog sits on the edge of the woods .
2518508760.jpg,a race dog is running for first
7841142842.jpg,a man is racing his bike in a race with spectators watching .
3932198441.jpg,a man walks towards an inflated chute .
3433583068.jpg,a man in a helmet is working on a building 's window .
3108378861.jpg,"a man and woman , both wearing white , are on rocks ."
2889335946.jpg,two men in white shirts working on a cement truck .
7787560818.jpg,an old woman and young girl are walking in a market .
2380464803.jpg,two men and a woman in an office .
4797782052.jpg,boys in bright green pants and dark green shirts run in circles waving green and blue striped flags in unison
5962276180.jpg,two guys looking at pink and purple bicycle .
4419322515.jpg,a woman in a hat tends to a herd of reindeer in a field .
331023909.jpg,a sculpture made out of paper on the left with people in the background .
3490874218.jpg,the man is performing a trick on a bicycle high in the air .
72008434.jpg,a man gets a kiss on the cheek .
519167484.jpg,blond girl paying with a hula hoop .
1873666741.jpg,"a man who is smoking , wearing a yellow safety vest , is doing landscape work ."
511400700.jpg,a photographer snaps a quick photo of a yellow sports car .
468708304.jpg,crowd gathers in birmingham with signage .
16639719.jpg,"a group of people camping out surrounding a fire pit , some are sitting in chairs others on the ground , and one is poking the fire in a nightly and dark surrounding ."
2699983419.jpg,a man in a white shirt is sliding onto base .
506432952.jpg,bikers gathered around the neighborhood .
2550027486.jpg,a man and a woman are walking in a street .
437327595.jpg,"two men , one pitcher and one umpire , are outside playing baseball ."
2057991743.jpg,a teenager in light blue doing karate .
4966861386.jpg,a firefighter dressed in gear looking puzzled .
4814925108.jpg,a woman taping a paper notice to a board .
2081141788.jpg,three children are jumping into the water under a palm tree .
4661269024.jpg,"a man in a light blue shirt is bent over adjusting his boot , while his hat lays to his right ."
4891364108.jpg,people walking in front of a big glass building with a blue bike parked outside .
3301822808.jpg,a dancer posing for the camera in a red and white dress .
4797124142.jpg,one man wearing a red shirt is kissing another man .
212155635.jpg,four people are protesting the treatment of young workers by equinox .
371269133.jpg,a man in a leather jacket playing an instrument .
4800121810.jpg,a group of people on a large boulder all wearing life vests .
4357695000.jpg,beautiful young lady striking an artistic pose .
2882743431.jpg,one dog makes a playful bite on another dog .
4060562740.jpg,a robed dancer holding fire stick entertains a crowd .
4024855306.jpg,a woman shopping for vegetables at a market .
3389491391.jpg,"a man in glasses and a white coat with the name tag "" jim "" smiles ."
3747821314.jpg,"a man wearing a black hat , a tan and black plaid suit and an orange shirt performs behind a man who is wearing an opened black shirt holds a piece of paper and sings into a microphone ."
2725508159.jpg,a young person is kayaking in blue water .
6822980980.jpg,two firefighters are approaching a building wearing full gear and helmets .
3931111565.jpg,a lady in a pink helmet rides a scooter close to an outside eating place .
3533470072.jpg,two young women in identical blue dresses giving the peace sign in an auditorium .
4411115360.jpg,a young man is standing in front of a group holding a few papers .
2587017287.jpg,a wet golden retriever is walking through a lake
5380554509.jpg,"two men on horses one with a black hat , and the other with a white hat , chasing a bull ."
2616673985.jpg,a woman marches with a pair of dogs .
5631556013.jpg,a young boy is holding his breath while he jumps into water .
2148916767.jpg,black dog jumping over a white dog in a snowy path .
4407537205.jpg,a man reading a paper leaning on a post .
5604836629.jpg,an older man and a young girl are looking a fish in pool at a shopping mall .
1007320043.jpg,the small child climbs on a red ropes on a playground .
2335071959.jpg,a man in blue is in the top balcony looking down .
3475581086.jpg,a young girl wearing a pink hat climbs on the playground equipment .
7745225040.jpg,the man in orange just released his arrow .
3092756650.jpg,a group of indian men are just standing around with their arms crossed .
468640364.jpg,photographers at a site making a documentary .
3202592293.jpg,a middle-aged man in jeans and a brown t-shirt is pulling a yellow cable in front of a truck .
4619879173.jpg,a young asian girl walking forward .
3655103576.jpg,wedding reception on a nice weather day .
2771662950.jpg,a male baseball player catches a baseball in his mitt .
938012664.jpg,little girl blows bubbles in a public square .
7699580622.jpg,a group of three indigenous women rest in the shade while their children peek out of a doorway .
4688957248.jpg,a medical professional recording a patient 's data .
374538924.jpg,crowd of people sits on stairs in white room .
4773662060.jpg,a person crossing the street with many others in the background .
6201072279.jpg,a man is about to help his friend get hammered .
4698463256.jpg,two men engage in conversation in an outdoor setting while additional people stand and sit nearby .
192807051.jpg,a bride coming out of a car carrying a bouquet of flowers .
121556804.jpg,a group of four men hiking up a trail .
402264555.jpg,a chef working on an outside stove burning coal and logs to cook the top layer of food
319870744.jpg,one person wearing a backpack sitting on the side of a rocky mountain .
4149727553.jpg,"a boy is diving headfirst into a pool of water , which is indoors ."
6217611379.jpg,you have two officers pulling over a bmw for getting a ticket from both officers .
3592992234.jpg,a man in a white shirt swinging a stick
2303016989.jpg,a black and white dog is catching a red and green object in his mouth .
7325903094.jpg,"a surfer wearing a black and red wetsuit on a white surfboard , slices through the waves on a bright blue ocean ."
3342450499.jpg,one man in the back of a truck working on a farm with animals in the background .
2704379125.jpg,a black sheepdog is guiding sheep along a grassy path .
4107979730.jpg,a man sings into a microphone on a stage .
168482401.jpg,"two men , both wearing black shirts are clearing out a yard ."
4674900927.jpg,a man rests on a concrete bench using his bag as a pillow .
5330858932.jpg,a little girl is kneeling down in the snow next to a snow angel .
228716636.jpg,a man standing next an older silver van .
244315760.jpg,two dogs sit in the back of a car .
634891010.jpg,a brown dog and a black and white dog stand beside a hole in the dirt .
4082494486.jpg,a man in a puma shirt holds a blond baby in a plaid dress .
2765815424.jpg,a crowd is walking across the street at a busy intersection with many cars and many advertisements .
3518687038.jpg,a man wearing white winds up to throw .
3599124739.jpg,the two girls are in the water and one has a white shirt on .
5304817530.jpg,a man with a yellow jacket on a motorcycle has stopped to talk to two men .
4759106036.jpg,a young brunette stands among a flock of pigeons .
3244734844.jpg,someone in a blue coat and white sneakers is airborne .
374707236.jpg,a man wearing headphones is standing in front of a poster .
2284991229.jpg,groups of men sit at banquet tables .
2899276965.jpg,a rollerblader on a concrete form .
3805877081.jpg,a person getting ready to buy merchandise .
3250981070.jpg,a young girl stares up at a smiling clown .
3374113156.jpg,a child in a yellow dress sits on the rocks .
10751489.jpg,a man with glasses lighting a candle .
4697634866.jpg,a food cart is operated near an outdoor seating area .
4435667506.jpg,two people are standing in front of blue construction wall barriers .
1490670858.jpg,a young boy wearing a blue outfit sliding down a red slide .
349198711.jpg,"three women and two men in swimsuits , sunbathing on lawn chairs covered by towels ."
3184031654.jpg,the middle eastern woman wearing the pink headscarf is walking beside a woman in a purple headscarf .
3347798761.jpg,a dirt biker who is sideways in the air having come off of a dirt jump .
4439439741.jpg,"a young , asian child sitting on its parents ' shoulders , clapping ."
3154886184.jpg,a skateboarder in the air straddling his upside-down skateboard .
4935741741.jpg,people stopping at busy street looking at vendor carts .
534655560.jpg,a little girl wearing a pink hat is running near some garden tools .
2443512473.jpg,a dog weaving through an obstacle course .
3339140382.jpg,three skydivers are in formation above the clouds .
3572548523.jpg,a couple strolls arm and arm and hand in hand down a city sidewalk .
4006329734.jpg,a woman with dark hair and a blond woman in a bathing suit have cocktails on a patio .
462198798.jpg,"a big , black dog is walking along the water 's edge ."
22928793.jpg,a woman looking down while holding a tennis racket .
5593634551.jpg,police looking at each other on horses .
2992808092.jpg,two opposing male players are chasing the ball in field hockey .
3334057289.jpg,a dog in a field .
2424976964.jpg,three girls carrying large handbags are walking down the sidewalk .
2380093030.jpg,a woman holds red flowers at a wedding .
1225603792.jpg,a man in a tan fisherman 's cap puts lip balm on a woman in a boat .
4302494145.jpg,a woman displays a child 's t-shirt with spiderman on it .
4479231616.jpg,a man in a black coat eating with a woman in a brown fur coat and black hat .
4510120267.jpg,a man sitting on a gate looking at the water .
2103812912.jpg,a small boy looking at a red wall
3487378989.jpg,a man doing tricks on a bike
465166412.jpg,a group of people watching a young lady and man .
229862312.jpg,a dog rolling in the grass .
3028404926.jpg,a young boy standing in a courtyard turning a crank .
4970346179.jpg,a woman dressed in black cleaning a seat on the sidewalk .
241347441.jpg,a football player wearing a sooners uniform with the number 42 .
3256043809.jpg,a brown and white dog walking in the snow near a fence .
523488750.jpg,"a caucasian mat sits passively with his eyes closed as he gets his longer , brown hair shaved off , while onlookers watch in the background ."
4579431117.jpg,a man wearing a blue t-shirt is mopping the floor .
4152801351.jpg,chinese citizens walking through the square .
103205630.jpg,two men setting up a blue ice fishing hut on an iced over lake
2824492858.jpg,woman cooking pot of stew .
167282806.jpg,two gentlemen enjoying a drink at bar .
3604872775.jpg,a cheerleading team is forming a pyramid with a banner of purple stars behind them .
3269841412.jpg,"a drunken woman in a blue dress , black tights , and black leather pumps , laying on a couch , smoking a cigarette , laughing ."
8143343377.jpg,musicians on a stage with green lights shining on them .
7088139589.jpg,two women look at a camera in front of photographs .
2932553502.jpg,a group of people that finished playing tennis .
4669711863.jpg,a woman is lying down on an orange floor .
2645175777.jpg,a dark-haired man is minding a fruit shop .
2701892929.jpg,"two women sparring fiercely at tae kwon do competition , while referee watches ."
2178095150.jpg,the greyhound dogs are racing along a dirt path with buildings nearby .
7627629540.jpg,a man is digging a whole in the sand .
217013833.jpg,a person looking out a window .
549887636.jpg,a man waiting for traffic to stop at road crossing
2325386353.jpg,a boy with a blue wrestler mask is posign next to several other people .
2324565145.jpg,two women sleeping next to an atm machine .
2916015337.jpg,a group of people on a porch who has the sun and shadows from the roof shining down on them .
5498941021.jpg,a smiling man is holding a tool .
5925545440.jpg,back view of a woman painted a room red .
4942147280.jpg,a man and a woman are wearing helmets while kissing in the street .
1144288288.jpg,a person in blue shorts and wearing a walkman jogs .
3494105596.jpg,the young man kicks a soccer ball on dusty ground .
41999070.jpg,many dogs are swimming and playing in a fountain in a public park .
6099093979.jpg,a woman is sitting on some stairs outside with several baskets filled with craft items and miniature dolls at her feet and next to her for sale .
3654402537.jpg,a woman in white sitting down getting her hair dried by another lady .
4329198220.jpg,students working in art class .
4702851298.jpg,a young girl in a maid 's outfit and coat is walking across the street .
1809758121.jpg,a girl leaps through the air while running on the riverbank .
2299867034.jpg,two people are talking at an art gallery .
205682549.jpg,a man with his arms raised at the top of a mountain .
3027384992.jpg,two children are ringing a bell .
1802509657.jpg,guy in black shirt and jeans jumping with wood pieces in front of a building called stomp
688926797.jpg,"a woman showing her pretty blue dress and new hairdo , with a man standing behind her ."
3198088069.jpg,people going on a downhill kayak event .
3256275785.jpg,a man with a black shirt jumps from a wooden plank on a cloudy day .
3472372634.jpg,a little girl sitting in a small chair outdoors .
3490607174.jpg,"one asian man in a group of four , drops a drink ."
3527184455.jpg,"there is a man , woman and two boys sitting on a bench ."
6937259112.jpg,several men working on a motorcycle .
3981584370.jpg,this is a woman playing the famous sport of roller derby
311619377.jpg,a woman looks at a plate filled with steam .
268704620.jpg,two little white dogs are playing outside in the snow .
1406296515.jpg,a woman laying down in the grass in front of the leaning tower of pisa .
228949247.jpg,a sad looking man wearing brown and pink works with some type of contraption on the street .
491405109.jpg,a young girl smiling with her head upside down
3603879637.jpg,a group of youngsters plays in a shady city park .
2557805364.jpg,"a young , left handed batter in baseball the moment after he made a hit with a catcher nearby and a crowd in the background ."
129662899.jpg,a man in a jumpsuit and hat tends to a large spool of rope .
3263946591.jpg,a motorcycle racer has hit some mud on the track .
4439654945.jpg,people without shoes on acting like they are sleeping .
2319087586.jpg,a man with tattoos is lounging on a couch holding a pencil .
477254932.jpg,a girl flipping into a swimming pool while others swim .
5169300296.jpg,one man in a hooded sweatshirt picking up articles of clothing while a woman in a blue shirt looks on .
2853682342.jpg,a guy jumping downhill took a still shot of it .
2736264705.jpg,children of all ages eating in a cafeteria setting .
2969370354.jpg,three people practicing tennis techniques .
4531004667.jpg,two women in blue suits are sitting on the cement outdoors with concrete and long shaped glass windows behind them .
6926512292.jpg,a woman playing volleyball wearing a neon swimsuit top .
4273698621.jpg,a man wearing a green bandanna around his face works on a yellow machine .
3416852229.jpg,multiple musicians playing at a formal social gathering along with two dancers performing .
3479602778.jpg,an old woman walks down the sidewalk with her cane .
81227595.jpg,five people playing a board game on a table filled with snacks and candles sitting in a corner of a room with book shelves behind them .
1092437557.jpg,woman is enjoying herself being outdoors biking in a forrest preserve .
264524370.jpg,an orchestra surrounding the maestro .
3195320645.jpg,two people walking through a sandy desert
2399665042.jpg,"two boys leaning against a car , with baked goods on a tray on one boy 's head ."
4702663436.jpg,a boy smiles and holds a chicken .
3593101509.jpg,a bike rider riding in the opposite direction of traffic .
2308491551.jpg,various elevators with people inside a hotel
2885387575.jpg,a dog is playing with a ball on the grass .
162743064.jpg,a brown dog catching a ball in silhouette .
766061382.jpg,"a topless boy with long hair who is drenched in water , is flexing his muscles whilst smiling ."
3468130925.jpg,two men are playing rugby .
6998429934.jpg,the rugby player got the ball but he is smashing his head into the ground .
2037264035.jpg,a girl in a green jacket is kneeling taking a picture of another girl standing up .
2677528593.jpg,people in wetsuits jump into the water from a concrete dock .
4430466345.jpg,a man in a black jacket with a guitar talks to another man .
3527715826.jpg,a girl wearing pink flip-flops and tights is swinging a tennis racket at a tennis ball .
4502384999.jpg,i do n't see a picture i do n't see a picture i do n't see a picture i do n't see a picture
6407653987.jpg,four young boys line up at the starting line to run a race
3558683579.jpg,four men playing basketball on a court with various people in the background .
5293561716.jpg,an asian boy in a brown jacket sitting at a black piano playing it .
4513166936.jpg,these men in white suits with guitars look like they are at a mardi gras parade .
488196964.jpg,a dog is carrying a yellow rope across rocks covered in seaweed .
2344680432.jpg,a man plays his guitar in a dimly lit room .
31764678.jpg,some people are walking through a narrow crevice in some rocks .
7552538920.jpg,many cyclists are taking part in a racing competition .
1318903794.jpg,a group of people carry things down a narrow road .
1956678973.jpg,small children are playing in a pile of dead leaves .
563508330.jpg,two women playing musical instruments ; one plays violin and the other play a wind instrument .
4644327815.jpg,"three police officers tape off a section of sidewalk , blocking a group of people ."
4983589950.jpg,a view of an outdoor eating area .
2659046789.jpg,a young child is eating a pie with his face .
3552136801.jpg,"in a baseball game , one of the players is about to throw the ball , with a runner in the background and a teammate close behind ."
2392763642.jpg,two women are viewing a projector screen .
3005872315.jpg,someone fires a bullet from a handgun into the woods .
4688199930.jpg,a crowd of runners get bananas from a very long table .
3597326009.jpg,three people sit on a bench .
3446299757.jpg,a older woman cleaning the window of a door .
3104661399.jpg,a group of young children walking in a line .
2612125121.jpg,"at a brick-floored area near the beach , a middle-aged white man surrounded by a white family is sitting and painting a portrait of someone ."
3212205166.jpg,kids standing around talking .
4706859039.jpg,a couple is walking hand-in-hand towards a four-way intersection .
3405256085.jpg,a girl in pink smiling for the camera .
16933558.jpg,two boys performing what appears to be a kissing scene in lunch room .
4640148862.jpg,women walking past a business called fishers popcorn .
3471747180.jpg,the man stands guard over a water truck in a desert environment .
2904601886.jpg,four dogs are standing in a dry grassy field .
1478606153.jpg,a tan long-haired dog is running in the forest
4513402918.jpg,a live band on a lawn jamming out .
3636418958.jpg,the gymnast is wearing a red outfit and jumping .
3300019891.jpg,there is a large gathering of people in costumes outside on the street .
4698972894.jpg,a man in a suit looking at a navigation map .
3357416302.jpg,a snowboarder in midair
3566111626.jpg,an extreme cyclist flying through the air on his green bike in a rural area
7024546693.jpg,a man in a purple plaid shirt helping a young man in a navy blue jacket .
2478929971.jpg,teenagers socializing in the shade .
4448862529.jpg,two groups of boys are playing a sport together involving a ball
2236059848.jpg,there are red balloons inside an eating establishment .
2594042571.jpg,a little boy in a tan hat on the ground of a play area .
5583674969.jpg,a man in a suit is playing a musical instrument on stage with lighted background .
4915716087.jpg,a man seated on a platform with wheels is being pulled by a burrow .
2991662048.jpg,a woman works in a dusty art studio .
3093325656.jpg,a girl in a pink bathing suit doing high jumps on a beach .
499830218.jpg,a man in a blue shirt looks like he is contemplating something .
359291972.jpg,a guy with a blue helmet stands on ropes above everyone else .
3254817653.jpg,a group of adults wear sweaters and have their hands in their pockets .
2666742902.jpg,a young girl in a plastic red firetruck at a fancy shoe store .
3754588617.jpg,two teenage girls take turns helping each other on the swings in the park .
7567595412.jpg,a cyclist pedals past yellow fencing and construction markers .
7247347662.jpg,a woman in a plaid dress and bare feet performing a ritual dance over bamboo poles .
4865579749.jpg,a man driving a car holding a fast food cup
3437147889.jpg,two bmx riders racing on a track
399212516.jpg,the man in the military uniform greets children waving american flags .
6046473448.jpg,a rickshaw operator waiting for his next costumer .
121556607.jpg,three men are walking down a road with trees along the edges .
3654366861.jpg,a man in a dress shirt and tie is smiling and holding in his hands a pair of sunglasses and some sort of paper .
4733768667.jpg,the man wearing the red shirt is looking over the walkway .
1362882269.jpg,a shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water .
4866339868.jpg,two people jogging together near the waterside .
86288449.jpg,a woman in a green jacket is in the toy aisle with a shopping cart and her purse
4728038962.jpg,a person with blue jeans and brown shoes is standing outside underneath balloons .
118309463.jpg,three boys wearing florida marlins hats .
322050103.jpg,a man crossing an intersection and others are walking
2194494220.jpg,a woman skiing down a snowy mountain with a brown dog on a lesh running with her
2774010992.jpg,man standing alone in the dirt .
3457045393.jpg,a woman with a pink sweater is smiling as she holds a child .
4510764354.jpg,a man in a blue shirt reading the holy bible in a catholic church .
7139154793.jpg,"a group of race horses bearing the numbers 2 , 6 , and 8 are racing along a grass track ."
7260628852.jpg,two men and a woman are wearing traditional garb as they dance at a festival
4467442740.jpg,one man is walking 11 dogs at the same time .
4837948080.jpg,asian schoolgirl carrying her bags and a musical instrument .
2393410666.jpg,a dog wearing a blue shirt is running and jumping through the air .
3205889772.jpg,a young girl is holding an axe .
2474480672.jpg,"two men are staring at each other , wearing country-specific uniforms ."
84819693.jpg,a man in a coconut palm tree smiles down and seems to offer a coconut to the person taking the picture .
1145718750.jpg,a person wearing a hat cleaning a statute .
4398362068.jpg,a person in a yellow shirt is talking to a young girl .
82679989.jpg,a man about to get into an argument at a local pub .
3016244153.jpg,person in red-checked jacket with fur collar and dark stocking cap with head bowed .
2988244398.jpg,a toddler boy in overalls sliding down an orange slide
4957726897.jpg,"a girl in a tan dress getting ready to step onto the sidewalk , as she finishes crossing the street ."
3355683198.jpg,a boy in a blue and white tie dye t-shirt is skateboarding on the railing of a building .
5326961690.jpg,a little baby in a pink hat lying naked and sleeping .
1466752561.jpg,four mormons walking along the beach .
1336100240.jpg,a blond little girl wearing pink shorts is carrying a stick .
4084449700.jpg,wearing a large white sweater and safety glasses a young girl is smiling .
2860524742.jpg,"young female meditating in the woods , wearing work clothing and a bicycle helmet ."
274797394.jpg,two women are working in a kitchen .
4696694753.jpg,a chinese child is smiling at the camera .
2735799584.jpg,a band salutes the audience from the stage .
72010421.jpg,a dark-haired girl woman wearing pink shoes sits on a bed .
4452202808.jpg,a shallow depth of field candid picture of man in a hat with a shoulder bag .
2664103423.jpg,a man holds his parachute .
3549186550.jpg,a man picks up and swings a young child while another child looks on .
4697344340.jpg,two black boys riding a bike .
2557801204.jpg,the batter swings and strikes out .
271770120.jpg,there are two blog dogs playing tug-of-war outside .
5304700808.jpg,a young boy wearing a makeshift cape jumps from the top of a small hill .
478200744.jpg,a middle-aged woman smokes something .
3404012438.jpg,a white dog in a river is chasing a duck
184477778.jpg,crowd of people enjoying a fireworks show
446908917.jpg,a woman stands next to a trailer and a red car .
33728078.jpg,"a frightened boy is carrying a hammer , ready to defend himself ."
512306469.jpg,"the child has blue and black face paint on , and is wearing a paper crown ."
2730938963.jpg,three young boys hold hands as they jump into the blue pool .
6039214277.jpg,the man in black is posing for a picture .
1300075854.jpg,a man in a plaid shirt is hiding his face as his arms are being held behind him by a man in a black shirt .
527272653.jpg,three boys on an intertube in water
3661230589.jpg,a person is jumping in the air in the center of a roadway .
4093748512.jpg,a man in a beige coat and black gloves is thinking .
3644668446.jpg,a group of people crossing the street all are carrying bags and purses .
476009642.jpg,a man and a woman are jumping into the air excitedly on a wooden footbridge .
2765793811.jpg,a shirtless man poses next to a man who is fully dressed in a t-shirt and cargo shorts who is pointing at the shirtless man 's belly .
2831314869.jpg,a man resting his legs on spool of metal cable .
2178985121.jpg,a boy in a red shirt and a man with dark blond-hair hang out in the toy aisle of a store .
7466310132.jpg,a crowd is busy looking to buy something .
2421801040.jpg,two senor citizens talking on a public street .
4444537827.jpg,compact cars line the streets and a series of tents is set up along one sidewalk .
